id,fake,real
TEST_00000,0.3538374900817871,1.0
TEST_00001,0.3221161812543869,1.0
TEST_00002,0.3613524213433265,1.0
TEST_00003,0.3790165781974792,0.2870073198573662
TEST_00004,0.4147516787052154,1.0
TEST_00005,0.175062472000718,0.3724943101406097
TEST_00006,0.0,0.0
TEST_00007,0.4398567900061607,0.0
TEST_00008,0.2194174230098723,0.6443519815802574
TEST_00009,0.4876585900783539,0.8264711648225784
TEST_00010,0.4427995756268501,1.0
TEST_00011,0.3540810160338878,0.2702243716921657
TEST_00012,0.3568031527101993,0.9326875805854796
TEST_00013,0.5233753994107246,0.2146875311154871
TEST_00014,0.2897537238895893,0.9421134740114212
TEST_00015,0.3906411826610565,0.3093105982989073
TEST_00016,0.4592566788196563,0.1722011739620938
TEST_00017,0.1283766441047191,0.3808813062496483
TEST_00018,0.0,0.0
TEST_00019,0.4449923411011696,1.0
TEST_00020,0.2593077160418033,0.9324098825454712
TEST_00021,0.3333960212767123,0.0
TEST_00022,0.1929986551403998,0.446639952249825
TEST_00023,0.2957064658403396,1.0
TEST_00024,0.4046172946691513,0.884079173207283
TEST_00025,0.295754037797451,0.8967870473861694
TEST_00026,0.3495454713702202,0.6069460213184357
TEST_00027,0.3789896890521049,0.0
TEST_00028,0.3223694711923599,0.935307964682579
TEST_00029,0.2757645472884178,1.0
TEST_00030,0.3744148388504982,0.7999530583620071
TEST_00031,0.4678216204047203,0.9341650754213332
TEST_00032,0.0,0.0
TEST_00033,0.3553794082254171,0.9062520414590836
TEST_00034,0.4006014689803123,1.0
TEST_00035,0.3044501766562462,0.8589705377817154
TEST_00036,0.2852144129574299,1.0
TEST_00037,0.2696789763867854,0.6900662481784821
TEST_00038,0.2653975449502468,0.6570599898695946
TEST_00039,0.3418867439031601,1.0
TEST_00040,0.0,0.0
TEST_00041,0.4768239259719848,0.4996975138783455
TEST_00042,0.0,0.0
TEST_00043,0.3022263795137405,0.1642328483285381
TEST_00044,0.1778826192021369,0.7555100470781326
TEST_00045,0.3762350752949714,1.0
TEST_00046,0.2736073210835457,0.94280044734478
TEST_00047,0.4195496886968612,1.0
TEST_00048,0.3730036802589893,1.0
TEST_00049,0.1986830215901136,0.8170109540224075
TEST_00050,0.4057847633957863,1.0
TEST_00051,0.635696142911911,0.5380946099758148
TEST_00052,0.3472130484879017,1.0
TEST_00053,0.1975351106375455,1.0
TEST_00054,0.4108041897416115,1.0
TEST_00055,0.2978182733058929,1.0
TEST_00056,0.0,0.0
TEST_00057,0.0,0.0
TEST_00058,0.4531058520078659,0.1105418708757497
TEST_00059,0.3748713247478008,0.1535600218339822
TEST_00060,0.2564273327589035,1.0
TEST_00061,0.0,0.0
TEST_00062,0.2978045344352721,0.9005484580993652
TEST_00063,0.4459148123860359,1.0
TEST_00064,0.5433032289147377,0.800794243812561
TEST_00065,0.275302704423666,1.0
TEST_00066,0.3921462893486023,1.0
TEST_00067,0.3958906903862953,1.0
TEST_00068,0.2740008048713207,1.0
TEST_00069,0.5564276874065399,1.0
TEST_00070,0.6193387508392334,0.8816469609737396
TEST_00071,0.35835662484169,1.0
TEST_00072,0.4039246998727321,0.94328074157238
TEST_00073,0.2491372302174568,0.8887716978788376
TEST_00074,0.3425958603620529,1.0
TEST_00075,0.2930082604289055,0.0
TEST_00076,0.6208821758627892,0.3000598000362515
TEST_00077,0.1515067797154187,0.4799117520451545
TEST_00078,0.2868986427783966,0.8568536639213562
TEST_00079,0.2262930646538734,0.3450041294563561
TEST_00080,0.2546721100807189,0.8213636726140976
TEST_00081,0.2069587800651788,0.8383334130048752
TEST_00082,0.2445215843617915,0.7877738773822784
TEST_00083,1.0,0.4248857796192169
TEST_00084,0.276351410895586,0.9022670090198516
TEST_00085,0.6230498254299164,0.8121012151241302
TEST_00086,0.3697930052876472,1.0
TEST_00087,0.3503476157784462,1.0
TEST_00088,0.0,0.0
TEST_00089,0.3664768189191818,0.899932786822319
TEST_00090,0.4090002030134201,1.0
TEST_00091,0.0,0.0
TEST_00092,0.3399229012429714,1.0
TEST_00093,0.4028915986418724,0.8960729837417603
TEST_00094,0.4269827306270599,0.7349544614553452
TEST_00095,0.3653485849499702,1.0
TEST_00096,0.4700240306556225,0.9217196851968764
TEST_00097,0.0,0.0
TEST_00098,0.4952383264899254,0.8574323356151581
TEST_00099,0.2757306918501853,1.0
TEST_00100,0.4574631601572036,1.0
TEST_00101,0.0,0.0
TEST_00102,0.5151129588484764,0.0
TEST_00103,0.5540354698896408,0.1284311966737732
TEST_00104,0.3945734053850174,0.949182778596878
TEST_00105,0.4880338609218597,0.777949184179306
TEST_00106,0.286549624055624,0.8998202830553055
TEST_00107,0.6079102158546448,0.4655459225177765
TEST_00108,0.0,0.0
TEST_00109,0.515488862991333,0.7142895311117172
TEST_00110,0.4512670151889324,0.0
TEST_00111,0.3403365984559059,1.0
TEST_00112,0.2176973856985569,0.6795934289693832
TEST_00113,0.4399489611387253,0.9280700534582138
TEST_00114,0.4454627893865108,1.0
TEST_00115,0.2356420867145061,0.9491421580314636
TEST_00116,0.6473776400089264,0.8514264523983002
TEST_00117,0.3379637002944946,1.0
TEST_00118,0.4174317717552185,1.0
TEST_00119,0.2879329286515713,0.8729743212461472
TEST_00120,0.2921831309795379,1.0
TEST_00121,0.3332365043461323,1.0
TEST_00122,0.3051409013569355,0.2716413922607898
TEST_00123,0.1914415359497069,0.6705378293991089
TEST_00124,0.3875478655099869,0.5498815476894379
TEST_00125,0.3844485729932785,1.0
TEST_00126,0.3521199375391006,1.0
TEST_00127,0.3041651174426079,1.0
TEST_00128,0.2870579175651073,1.0
TEST_00129,0.2827573418617248,0.0
TEST_00130,0.3034957647323608,1.0
TEST_00131,0.1144621539860963,0.0
TEST_00132,0.1652260683476924,0.0
TEST_00133,0.560752622783184,0.4084522482007742
TEST_00134,0.4989589899778366,0.8694624453783035
TEST_00135,0.3563303425908088,0.6786437630653381
TEST_00136,0.2961711622774601,0.7809350192546844
TEST_00137,0.4880375266075134,1.0
TEST_00138,0.2827624827623367,1.0
TEST_00139,0.2761096842586994,1.0
TEST_00140,0.3915229439735412,0.4305326174944639
TEST_00141,0.3900469914078712,0.0
TEST_00142,1.0,0.1467573484405874
TEST_00143,0.4095008783042431,0.3345544771291315
TEST_00144,0.4977340176701545,0.9155293405056
TEST_00145,0.5476548820734024,0.7120180875062943
TEST_00146,0.4052167162299156,1.0
TEST_00147,0.3688920065760612,0.9324146062135696
TEST_00148,0.3884844407439232,0.8079580068588257
TEST_00149,0.4739403203129768,0.8088405728340149
TEST_00150,0.361455462872982,1.0
TEST_00151,0.555396132171154,1.0
TEST_00152,0.0,0.0
TEST_00153,0.4265618063509464,1.0
TEST_00154,0.3912941515445709,1.0
TEST_00155,0.5179329514503479,0.1407469380646943
TEST_00156,0.3526680096983909,1.0
TEST_00157,0.2853530272841453,0.8272241950035095
TEST_00158,0.3942801505327225,0.9374074339866638
TEST_00159,0.4426325261592865,0.7102448344230652
TEST_00160,0.6590685248374939,0.272905783727765
TEST_00161,0.5195968523621559,0.314693340100348
TEST_00162,0.3859143927693367,0.7091245800256729
TEST_00163,0.2461448125541209,0.0
TEST_00164,0.0,0.0
TEST_00165,0.3343386650085449,0.2634360461961478
TEST_00166,0.3590328469872474,1.0
TEST_00167,1.0,0.6423326581716537
TEST_00168,1.0,0.796623706817627
TEST_00169,0.4025144204497337,1.0
TEST_00170,0.5117874667048454,0.7086964547634125
TEST_00171,0.356363695114851,1.0
TEST_00172,0.4116029292345047,0.6581725031137466
TEST_00173,0.2089038230478762,0.7506360858678818
TEST_00174,0.2948882840573787,0.8963678926229477
TEST_00175,0.3221165314316749,0.8317649513483047
TEST_00176,0.6737783551216125,0.5443206056952477
TEST_00177,0.4310714080929756,0.4565185159444809
TEST_00178,0.3966185823082924,0.8704023659229279
TEST_00179,0.2304407581686973,0.9459905922412872
TEST_00180,0.5564596727490425,1.0
TEST_00181,0.4211285337805748,0.2186929158633574
TEST_00182,0.1421687919646501,0.5595854073762894
TEST_00183,0.2101802602410316,1.0
TEST_00184,0.2834115251898765,1.0
TEST_00185,0.2980899550020695,0.0
TEST_00186,0.3080878555774688,1.0
TEST_00187,0.4373669475317001,0.0
TEST_00188,0.378860130906105,1.0
TEST_00189,0.2695366404950619,1.0
TEST_00190,0.6082432270050049,0.9455990493297576
TEST_00191,0.3450192473828792,0.1746473484672606
TEST_00192,0.3953127190470695,1.0
TEST_00193,0.0,0.0
TEST_00194,0.3215182311832905,0.3299450036138296
TEST_00195,0.6296670883893967,0.3904876094311476
TEST_00196,0.3013144247233867,1.0
TEST_00197,0.229915753006935,0.8919897824525833
TEST_00198,0.2695132680237293,1.0
TEST_00199,0.2847731783986091,0.8950286507606506
TEST_00200,0.2211661227047443,0.902228146791458
TEST_00201,0.3188855089247226,1.0
TEST_00202,0.612757071852684,0.8947714269161224
TEST_00203,0.480527363717556,0.0
TEST_00204,0.1989214867353438,0.582548763602972
TEST_00205,0.3495587408542633,0.4836240820586681
TEST_00206,0.2615752406418323,1.0
TEST_00207,0.3137410134077071,1.0
TEST_00208,0.3006400465965271,1.0
TEST_00209,0.4054273702204227,0.8342203497886658
TEST_00210,0.2301820814609527,1.0
TEST_00211,0.208942174911499,0.568021759390831
TEST_00212,0.5237601771950722,1.0
TEST_00213,0.2695870958268642,1.0
TEST_00214,0.2703474350273608,0.9071470201015472
TEST_00215,0.4163597300648689,0.9091563671827316
TEST_00216,0.3171780034899711,1.0
TEST_00217,0.2642720565199852,1.0
TEST_00218,0.0,0.0
TEST_00219,0.3323304951190948,0.1906540018972009
TEST_00220,0.4466922879219055,1.0
TEST_00221,0.4186999648809433,0.3639329858124255
TEST_00222,0.2165745347738265,0.8790276199579239
TEST_00223,0.354116827249527,1.0
TEST_00224,0.2343539781868457,0.0
TEST_00225,0.295968696475029,0.0
TEST_00226,0.6156627088785172,0.7912893146276474
TEST_00227,0.3526352792978287,0.9000347554683685
TEST_00228,0.4918656498193741,0.6862419694662094
TEST_00229,0.3742148503661155,0.7530349791049957
TEST_00230,0.4932767450809479,0.8290171474218369
TEST_00231,0.4505683034658432,0.440870814025402
TEST_00232,0.358663871884346,1.0
TEST_00233,0.36936254799366,1.0
TEST_00234,0.4042901247739792,1.0
TEST_00235,0.2201049327850341,0.899471715092659
TEST_00236,0.4839990735054016,0.8000036925077438
TEST_00237,0.2457924634218216,1.0
TEST_00238,0.2067249044775962,1.0
TEST_00239,0.5087182074785233,0.596273884177208
TEST_00240,0.2407741975039243,0.9282949566841124
TEST_00241,0.5375088155269623,0.7507045269012451
TEST_00242,0.5210002809762955,0.6584863215684891
TEST_00243,0.2370436564087867,1.0
TEST_00244,0.3233929574489593,1.0
TEST_00245,0.3692202642560005,1.0
TEST_00246,0.2288706749677657,0.7587447911500931
TEST_00247,0.4586301073431968,0.8994394093751907
TEST_00248,0.2534810323268175,0.9344272911548616
TEST_00249,0.2916648834943771,0.0
TEST_00250,0.217054221779108,0.821553960442543
TEST_00251,0.1925763264298438,0.5445317327976227
TEST_00252,1.0,0.5310476943850517
TEST_00253,0.0,0.0
TEST_00254,0.4738066792488098,1.0
TEST_00255,0.0,0.0
TEST_00256,0.2548743784427643,1.0
TEST_00257,0.0,0.0
TEST_00258,0.2357204407453537,0.6266329064965248
TEST_00259,0.2605838514864445,0.0
TEST_00260,0.4172442480921745,0.1928832093253731
TEST_00261,0.573457881808281,0.0
TEST_00262,0.0,0.0
TEST_00263,0.4794736206531524,1.0
TEST_00264,0.3521876037120819,1.0
TEST_00265,0.3382284417748451,1.0
TEST_00266,0.1842522379010915,0.807723805308342
TEST_00267,0.346288714557886,0.2805419843643903
TEST_00268,0.3772857189178467,0.6676268577575684
TEST_00269,0.2914699278771877,1.0
TEST_00270,0.2491194084286689,0.5025088526308537
TEST_00271,0.3535228297114372,1.0
TEST_00272,0.0,0.0
TEST_00273,0.5527070686221123,0.0
TEST_00274,0.3709557875990867,1.0
TEST_00275,0.639395035803318,0.1064015515148639
TEST_00276,0.317689374089241,1.0
TEST_00277,0.2940019443631172,1.0
TEST_00278,0.3007351569831371,0.8222601264715195
TEST_00279,0.3185662105679511,0.3145468961447477
TEST_00280,0.3577728495001793,1.0
TEST_00281,0.3888847157359123,0.8529426008462906
TEST_00282,0.1949586607515812,0.6036181375384331
TEST_00283,0.3225389122962951,1.0
TEST_00284,0.2527535483241081,1.0
TEST_00285,0.2144971583038568,0.3387872311286627
TEST_00286,0.2849328890442847,0.7761848866939545
TEST_00287,0.0,0.0
TEST_00288,0.4804224297404289,0.1605847853934392
TEST_00289,0.0,0.0
TEST_00290,0.0,0.0
TEST_00291,0.4495798945426941,0.7424606084823608
TEST_00292,0.6482126414775848,0.2235211627557873
TEST_00293,0.3977955728769302,0.1254446802777237
TEST_00294,0.4862712472677231,0.2937990063801407
TEST_00295,0.3631381839513778,0.2634096071124077
TEST_00296,0.2926800027489662,1.0
TEST_00297,0.5613312348723412,1.0
TEST_00298,0.3493100330233574,1.0
TEST_00299,0.3528305813670158,0.877611055970192
TEST_00300,0.4376336559653282,0.3174304496496916
TEST_00301,0.1501499824225902,0.0
TEST_00302,0.5188399329781532,0.0
TEST_00303,0.4952763617038727,1.0
TEST_00304,0.2088482752442359,0.6435496136546135
TEST_00305,0.3611268270760774,1.0
TEST_00306,0.3832906782627105,0.9149325042963028
TEST_00307,1.0,0.3498398177325725
TEST_00308,0.6446464657783508,0.3444429002702235
TEST_00309,0.2519140653312206,0.3417830404359847
TEST_00310,0.5989784449338913,0.283147859154269
TEST_00311,0.3837200179696083,0.7982897460460663
TEST_00312,0.3232524581253528,0.93217933177948
TEST_00313,0.2331215403974056,0.4233532352373003
TEST_00314,0.1435450017452239,0.4288395009934901
TEST_00315,0.4008781835436821,0.9059674590826036
TEST_00316,0.279167078435421,1.0
TEST_00317,0.32522102445364,0.0
TEST_00318,0.3953284509479999,0.183393204875756
TEST_00319,0.2607305478304624,0.7043205350637436
TEST_00320,0.4270065426826477,1.0
TEST_00321,0.4296168908476829,1.0
TEST_00322,0.2265283502638339,1.0
TEST_00323,0.3419037535786629,0.938296154141426
TEST_00324,0.4540347158908844,0.8509807884693146
TEST_00325,0.3626086078584194,1.0
TEST_00326,0.545262448489666,0.8150579929351807
TEST_00327,0.3268853947520255,0.1109864125028252
TEST_00328,0.2171931453049182,0.9010279923677444
TEST_00329,0.5650902912020683,0.1862584396731108
TEST_00330,0.3409542888402939,0.9382250905036926
TEST_00331,0.4690373092889786,1.0
TEST_00332,0.4045747816562652,1.0
TEST_00333,0.2467473596334457,0.5986159667372704
TEST_00334,0.2412621341645717,0.507274255156517
TEST_00335,0.305112101137638,1.0
TEST_00336,0.3050153348594904,0.0
TEST_00337,0.2606543842703103,1.0
TEST_00338,0.6099765598773956,0.9156601428985596
TEST_00339,0.5903032124042511,0.2826320910826325
